Customer_ID,Age,Gender,Region
CUST000144,20.0,Female,West
CUST000145,18.0,Female,East
CUST000146,22.0,Male,East
CUST000147,,Male,West
CUST000148,31.0,Male,East
CUST000149,56.0,Female,South
CUST000150,,Female,North
CUST000151,26.0,Female,North
CUST000152,32.0,Female,West
CUST000153,32.0,Male,East
CUST000154,43.0,Male,East
CUST000155,59.0,Male,West
CUST000156,30.0,Male,North
CUST000157,,Female,South
CUST000158,49.0,Female,East
CUST000159,56.0,Female,West
CUST000160,66.0,Male,South
CUST000161,69.0,Male,West
CUST000162,49.0,Female,West
CUST000163,21.0,Female,West
CUST000164,47.0,Male,North
CUST000165,54.0,Female,North
CUST000166,40.0,Male,West
CUST000167,56.0,Male,East
CUST000168,62.0,Male,South
CUST000169,32.0,Female,East
CUST000170,60.0,Female,North
CUST000171,46.0,Male,South
CUST000172,53.0,Female,West
CUST000173,30.0,Male,East
CUST000174,49.0,Male,East
CUST000175,,Male,West
CUST000176,68.0,Male,East
CUST000177,39.0,Female,North
CUST000178,45.0,Male,West
CUST000179,19.0,Male,East
CUST000180,59.0,Female,West
CUST000181,62.0,Male,South
CUST000182,23.0,Male,West
CUST000183,45.0,Female,East
CUST000184,45.0,Female,North
CUST000185,61.0,Female,West
CUST000186,61.0,Male,West
CUST000187,37.0,Female,East
CUST000188,47.0,Female,North
CUST000189,,Male,North
CUST000190,45.0,Male,South
CUST000191,42.0,Male,South
CUST000192,56.0,Male,East
CUST000193,,Male,North
CUST000194,18.0,Female,North
CUST000195,44.0,Female,South
CUST000196,,Female,South
CUST000197,30.0,Male,East
CUST000198,58.0,Male,North
CUST000199,20.0,Male,West
CUST000200,56.0,Female,South
CUST000201,,Female,East
CUST000202,25.0,Male,North
CUST000203,44.0,Female,North
CUST000204,26.0,Male,South
CUST000205,,Female,East
CUST000206,50.0,Female,West
CUST000207,68.0,Female,South
CUST000208,59.0,Male,East
CUST000209,61.0,Female,North
CUST000210,41.0,Female,West
CUST000211,32.0,Male,East
CUST000212,49.0,Female,West
CUST000213,49.0,Male,East
CUST000214,41.0,Male,East
CUST000215,58.0,Male,East
CUST000216,69.0,Male,East
CUST000217,66.0,Male,West
CUST000218,66.0,Female,South
CUST000219,69.0,Male,West
CUST000220,29.0,Male,East
CUST000221,56.0,Male,West
CUST000222,19.0,Male,West
CUST000223,20.0,Female,West
CUST000224,66.0,Male,East
CUST000225,54.0,Female,West
CUST000226,66.0,Male,North
CUST000227,34.0,Female,East
CUST000228,66.0,Male,West
CUST000229,19.0,Male,North
CUST000230,19.0,Female,West
CUST000231,45.0,Male,South
CUST000232,40.0,Female,West
CUST000233,54.0,Male,West
CUST000234,49.0,Female,South
CUST000235,,Male,East
CUST000236,18.0,Male,South
CUST000237,,Female,East
CUST000238,19.0,Male,South
CUST000239,,Male,West
CUST000240,43.0,Male,West
CUST000241,,Male,East
CUST000242,,Male,East
CUST000243,49.0,Male,North
CUST000244,21.0,Female,North
CUST000245,28.0,Female,West
CUST000246,34.0,Female,West
CUST000247,55.0,Male,North
CUST000248,41.0,Female,North
CUST000249,22.0,Male,East
CUST000250,69.0,Male,South
CUST000251,51.0,Male,East
CUST000252,23.0,Male,North
CUST000253,39.0,Female,West
CUST000254,28.0,Male,North
CUST000255,65.0,Female,West
CUST000256,33.0,Male,West
CUST000257,50.0,Female,West
CUST000258,26.0,Female,West
CUST000259,23.0,Female,South
CUST000260,33.0,Female,North
CUST000261,,Female,East
CUST000262,,Female,West
CUST000263,37.0,Male,West
CUST000264,53.0,Female,East
CUST000265,36.0,Male,East
CUST000266,43.0,Female,West
CUST000267,20.0,Male,East
CUST000268,36.0,Female,East
CUST000269,37.0,Female,South
CUST000270,49.0,Male,East
CUST000271,24.0,Female,North
CUST000272,69.0,Female,North
CUST000273,58.0,Female,North
CUST000274,50.0,Male,West
CUST000275,57.0,Female,North
CUST000276,56.0,Male,South
CUST000277,35.0,Female,North
CUST000278,57.0,Female,West
CUST000279,18.0,Male,South
CUST000280,28.0,Female,North
CUST000281,45.0,Female,South
CUST000282,42.0,Male,South
CUST000283,67.0,Female,West
CUST000284,,Male,West
CUST000285,48.0,Male,South
CUST000286,47.0,Male,North
CUST000287,59.0,Female,West
CUST000288,52.0,Male,South
CUST000289,24.0,Male,East
CUST000290,33.0,Female,East
CUST000291,43.0,Male,West
CUST000292,65.0,Female,North
CUST000293,69.0,Female,East
CUST000294,,Female,East
CUST000295,19.0,Female,East
CUST000296,18.0,Male,North
CUST000297,65.0,Male,North
CUST000298,29.0,Male,West
CUST000299,22.0,Male,West
CUST000300,54.0,Male,East
CUST000301,49.0,Female,North
CUST000302,26.0,Male,South
CUST000303,58.0,Male,East
CUST000304,52.0,Male,West
CUST000305,,Female,North
CUST000306,65.0,Female,West
CUST000307,33.0,Male,West
CUST000308,20.0,Female,North
CUST000309,37.0,Male,East
CUST000310,41.0,Male,North
CUST000311,50.0,Female,East
CUST000312,41.0,Female,West
CUST000313,69.0,Male,North
CUST000314,28.0,Male,South
CUST000315,66.0,Female,East
CUST000316,25.0,Male,South
CUST000317,53.0,Female,East
CUST000318,55.0,Male,North
CUST000319,57.0,Female,South
CUST000320,37.0,Male,North
CUST000321,52.0,Male,East
CUST000322,65.0,Female,East
CUST000323,42.0,Male,East
CUST000324,52.0,Male,East
CUST000325,42.0,Female,West
CUST000326,46.0,Male,East
CUST000327,35.0,Male,South
CUST000328,63.0,Male,East
CUST000329,35.0,Female,North
CUST000330,19.0,Female,West
CUST000331,52.0,Female,South
CUST000332,,Male,West
CUST000333,58.0,Male,West
CUST000334,53.0,Male,West
CUST000335,50.0,Male,North
CUST000336,21.0,Female,West
CUST000337,50.0,Male,West
CUST000338,31.0,Male,East
CUST000339,38.0,Male,North
CUST000340,65.0,Female,South
CUST000341,37.0,Male,South
CUST000342,25.0,Male,South
CUST000343,24.0,Male,North
CUST000344,20.0,Male,South
CUST000345,34.0,Male,North
CUST000346,50.0,Female,East
CUST000347,65.0,Male,East
CUST000348,29.0,Male,North
CUST000349,68.0,Male,South
CUST000350,39.0,Male,North
CUST000351,39.0,Male,North
CUST000352,63.0,Male,West
CUST000353,47.0,Male,North
CUST000354,55.0,Male,West
CUST000355,55.0,Male,East
CUST000356,62.0,Male,West
CUST000357,68.0,Female,North
CUST000358,25.0,Female,East
CUST000359,44.0,Female,West
CUST000360,44.0,Female,North
CUST000361,51.0,Male,East
CUST000362,38.0,Female,West
CUST000363,47.0,Female,North
CUST000364,50.0,Male,North
CUST000365,45.0,Female,South
CUST000366,64.0,Female,South
CUST000367,50.0,Male,West
CUST000368,22.0,Male,West
CUST000369,65.0,Male,West
CUST000370,36.0,Female,North
CUST000371,21.0,Female,West
CUST000372,52.0,Male,North
CUST000373,66.0,Male,West
CUST000374,34.0,Female,North
CUST000375,61.0,Male,North
CUST000376,45.0,Female,South
CUST000377,47.0,Male,East
CUST000378,46.0,Male,North
CUST000379,63.0,Female,West
CUST000380,,Male,South
CUST000381,52.0,Male,West
CUST000382,,Male,West
CUST000383,54.0,Female,North
CUST000384,41.0,Male,North
CUST000385,46.0,Male,East
CUST000386,66.0,Male,North
CUST000387,63.0,Male,North
CUST000388,48.0,Male,East
CUST000389,52.0,Male,West
CUST000390,50.0,Female,East
CUST000391,,Female,East
CUST000392,38.0,Male,East
CUST000393,49.0,Female,South
CUST000394,40.0,Female,West
CUST000395,50.0,Male,South
CUST000396,20.0,Female,South
CUST000397,35.0,Female,North
CUST000398,42.0,Female,East
CUST000399,59.0,Female,East
CUST000400,48.0,Female,South
CUST000401,20.0,Female,North
CUST000402,57.0,Female,North
CUST000403,63.0,Female,North
CUST000404,41.0,Male,West
CUST000405,67.0,Male,South
CUST000406,49.0,Female,West
CUST000407,64.0,Female,North
CUST000408,39.0,Male,North
CUST000409,40.0,Female,North
CUST000410,19.0,Female,East
CUST000411,44.0,Male,South
CUST000412,59.0,Male,East
CUST000413,19.0,Male,West
CUST000414,43.0,Female,East
CUST000415,,Female,South
CUST000416,57.0,Male,East
CUST000417,,Male,North
CUST000418,26.0,Female,West
CUST000419,60.0,Male,West
CUST000420,65.0,Female,North
CUST000421,56.0,Female,North
CUST000422,46.0,Male,North
CUST000423,59.0,Male,South
CUST000424,43.0,Female,East
CUST000425,,Male,West
CUST000426,,Male,East
CUST000427,42.0,Male,North
CUST000428,41.0,Male,North
CUST000429,30.0,Female,East
CUST000430,24.0,Female,West
CUST000431,53.0,Female,South
CUST000432,62.0,Female,East
CUST000433,37.0,Male,North
CUST000434,18.0,Male,North
CUST000435,25.0,Female,South
CUST000436,63.0,Female,East
CUST000437,33.0,Male,South
CUST000438,31.0,Female,South
CUST000439,29.0,Female,West
CUST000440,68.0,Male,West
CUST000441,,Female,North
CUST000442,32.0,Male,East
CUST000443,,Male,West
CUST000444,51.0,Female,North
CUST000445,19.0,Male,East
CUST000446,49.0,Female,North
CUST000447,40.0,Male,West
CUST000448,,Female,North
CUST000449,68.0,Female,East
CUST000450,42.0,Female,East
CUST000451,39.0,Male,North
CUST000452,39.0,Male,East
CUST000453,66.0,Female,North
CUST000454,69.0,Male,East
CUST000455,59.0,Female,North
CUST000456,23.0,Female,North
CUST000457,32.0,Male,North
CUST000458,60.0,Female,South
CUST000459,54.0,Male,East
CUST000460,50.0,Female,West
CUST000461,25.0,Male,North
CUST000462,61.0,Female,South
CUST000463,61.0,Female,West
CUST000464,22.0,Male,North
CUST000465,56.0,Female,West
CUST000466,21.0,Female,South
CUST000467,23.0,Male,West
CUST000468,62.0,Female,North
CUST000469,49.0,Male,West
CUST000470,,Female,West
CUST000471,47.0,Male,North
CUST000472,64.0,Female,South
CUST000473,52.0,Female,South
CUST000474,57.0,Female,West
CUST000475,69.0,Male,East
CUST000476,33.0,Male,West
CUST000477,,Male,East
CUST000478,67.0,Male,West
CUST000479,59.0,Female,South
CUST000480,47.0,Female,West
CUST000481,36.0,Male,West
CUST000482,34.0,Male,East
CUST000483,36.0,Male,South
CUST000484,45.0,Female,East
CUST000485,43.0,Male,West
CUST000486,54.0,Male,North
CUST000487,43.0,Female,West
CUST000488,40.0,Female,West
CUST000489,26.0,Male,East
CUST000490,29.0,Female,North
CUST000491,18.0,Male,North
CUST000492,18.0,Female,East
CUST000493,64.0,Male,South
CUST000494,51.0,Male,North
CUST000495,,Male,North
CUST000496,65.0,Male,East
CUST000497,42.0,Female,South
CUST000498,57.0,Female,South
CUST000499,62.0,Female,West
CUST000500,18.0,Female,West
CUST000501,33.0,Male,East
CUST000502,56.0,Male,South
CUST000503,22.0,Female,East
CUST000504,39.0,Female,West
CUST000505,46.0,Female,East
CUST000506,20.0,Female,East
CUST000507,29.0,Female,North
CUST000508,43.0,Male,North
CUST000509,33.0,Male,North
CUST000510,68.0,Male,West
CUST000511,54.0,Female,East
CUST000512,39.0,Female,North
CUST000513,46.0,Female,North
CUST000514,31.0,Female,North
CUST000515,45.0,Male,West
CUST000516,22.0,Male,West
CUST000517,64.0,Female,East
CUST000518,,Male,East
CUST000519,47.0,Male,East
CUST000520,63.0,Female,North
CUST000521,69.0,Female,South
CUST000522,22.0,Female,West
CUST000523,29.0,Female,North
CUST000524,33.0,Female,North
CUST000525,,Female,East
CUST000526,43.0,Male,East
CUST000527,65.0,Male,North
CUST000528,38.0,Female,West
CUST000529,56.0,Male,West
CUST000530,53.0,Female,North
CUST000531,,Female,South
CUST000532,,Female,South
CUST000533,54.0,Female,West
CUST000534,40.0,Male,East
CUST000535,27.0,Female,South
CUST000536,22.0,Male,South
CUST000537,,Female,East
CUST000538,51.0,Female,South
CUST000539,69.0,Female,North
CUST000540,48.0,Male,South
CUST000541,27.0,Female,East
CUST000542,36.0,Female,North
CUST000543,,Female,South
CUST000544,,Male,West
CUST000545,22.0,Male,North
CUST000546,62.0,Male,North
CUST000547,21.0,Female,West
CUST000548,,Male,West
CUST000549,41.0,Female,South
CUST000550,33.0,Male,South
CUST000551,19.0,Male,East
CUST000552,66.0,Female,East
CUST000553,45.0,Male,North
CUST000554,49.0,Female,West
CUST000555,44.0,Female,West
CUST000556,37.0,Male,East
CUST000557,41.0,Female,North
CUST000558,,Female,North
CUST000559,67.0,Male,East
CUST000560,52.0,Male,East
CUST000561,50.0,Female,East
CUST000562,50.0,Male,South
CUST000563,68.0,Female,North
CUST000564,,Female,North
CUST000565,54.0,Male,North
CUST000566,29.0,Male,East
CUST000567,20.0,Male,East
CUST000568,18.0,Male,East
CUST000569,50.0,Female,East
CUST000570,57.0,Female,West
CUST000571,27.0,Male,East
CUST000572,60.0,Male,South
CUST000573,,Female,West
CUST000574,46.0,Female,West
CUST000575,30.0,Female,East
CUST000576,29.0,Female,North
CUST000577,48.0,Male,East
CUST000578,,Female,North
CUST000579,,Female,East
CUST000580,68.0,Male,East
CUST000581,67.0,Female,North
CUST000582,52.0,Female,North
CUST000583,40.0,Male,North
CUST000584,,Male,North
CUST000585,43.0,Male,South
CUST000586,25.0,Female,North
CUST000587,46.0,Female,East
CUST000588,43.0,Male,East
CUST000589,27.0,Male,South
CUST000590,43.0,Female,North
CUST000591,51.0,Male,East
CUST000592,68.0,Male,South
CUST000593,58.0,Male,East
CUST000594,24.0,Female,South
CUST000595,21.0,Female,South
CUST000596,67.0,Female,West
CUST000597,62.0,Female,West
CUST000598,28.0,Female,North
CUST000599,46.0,Female,West
CUST000600,53.0,Male,South
CUST000601,42.0,Female,East
CUST000602,38.0,Female,East
CUST000603,53.0,Male,North
CUST000604,27.0,Female,West
CUST000605,54.0,Female,North
CUST000606,26.0,Male,South
CUST000607,41.0,Male,West
CUST000608,52.0,Male,North
CUST000609,66.0,Female,East
CUST000610,52.0,Male,East
CUST000611,65.0,Female,North
CUST000612,53.0,Female,North
CUST000613,,Female,North
CUST000614,66.0,Female,South
CUST000615,56.0,Male,South
CUST000616,49.0,Male,East
CUST000617,,Female,South
CUST000618,40.0,Male,South
CUST000619,49.0,Female,West
CUST000620,,Female,South
CUST000621,29.0,Female,West
CUST000622,66.0,Male,South
CUST000623,30.0,Female,East
CUST000624,40.0,Female,North
CUST000625,42.0,Male,East
CUST000626,52.0,Male,South
CUST000627,,Male,North
CUST000628,47.0,Male,North
CUST000629,34.0,Female,North
CUST000630,,Male,West
CUST000631,37.0,Female,East
CUST000632,65.0,Male,West
CUST000633,42.0,Male,North
CUST000634,39.0,Male,East
CUST000635,30.0,Male,East
CUST000636,36.0,Male,South
CUST000637,66.0,Male,West
CUST000638,,Female,West
CUST000639,29.0,Male,South
CUST000640,58.0,Male,West
CUST000641,36.0,Male,North
CUST000642,,Male,North
CUST000643,26.0,Female,West
CUST000644,24.0,Male,South
CUST000645,45.0,Male,East
CUST000646,31.0,Male,West
CUST000647,48.0,Male,East
CUST000648,69.0,Female,South
CUST000649,36.0,Male,East
CUST000650,64.0,Female,South
CUST000651,33.0,Male,South
CUST000652,22.0,Female,North
CUST000653,,Female,North
CUST000654,29.0,Male,South
CUST000655,42.0,Male,West
CUST000656,69.0,Female,North
CUST000657,38.0,Female,South
CUST000658,53.0,Male,East
CUST000659,40.0,Female,East
CUST000660,33.0,Female,West
CUST000661,56.0,Female,East
CUST000662,62.0,Male,East
CUST000663,59.0,Female,South
CUST000664,,Female,East
CUST000665,31.0,Female,East
CUST000666,48.0,Male,East
CUST000667,22.0,Male,East
CUST000668,52.0,Female,South
CUST000669,,Male,East
CUST000670,46.0,Female,West
CUST000671,60.0,Male,North
CUST000672,28.0,Male,West
CUST000673,35.0,Female,North
CUST000674,64.0,Male,West
CUST000675,29.0,Male,North
CUST000676,26.0,Male,North
CUST000677,27.0,Female,North
CUST000678,61.0,Male,North
CUST000679,34.0,Male,South
CUST000680,,Female,West
CUST000681,24.0,Male,North
CUST000682,63.0,Male,West
CUST000683,30.0,Male,East
CUST000684,57.0,Male,North
CUST000685,59.0,Male,West
CUST000686,26.0,Female,South
CUST000687,67.0,Female,West
CUST000688,,Male,North
CUST000689,19.0,Male,East
CUST000690,22.0,Male,West
CUST000691,46.0,Female,East
CUST000692,54.0,Female,South
CUST000693,55.0,Male,West
CUST000694,36.0,Male,West
CUST000695,,Female,South
CUST000696,65.0,Male,South
CUST000697,62.0,Female,South
CUST000698,18.0,Female,North
CUST000699,39.0,Male,North
CUST000700,69.0,Female,West
CUST000701,34.0,Male,West
CUST000702,24.0,Male,West
CUST000703,42.0,Male,East
CUST000704,62.0,Male,South
CUST000705,21.0,Male,West
CUST000706,,Male,South
CUST000707,23.0,Female,North
CUST000708,48.0,Female,South
CUST000709,,Female,East
CUST000710,61.0,Female,East
CUST000711,56.0,Male,South
CUST000712,44.0,Female,East
CUST000713,27.0,Female,East
CUST000714,43.0,Female,North
CUST000715,,Male,West
CUST000716,56.0,Female,East
CUST000717,20.0,Male,West
CUST000718,62.0,Female,South
CUST000719,30.0,Male,South
CUST000720,67.0,Male,East
CUST000721,45.0,Female,South
CUST000722,,Male,North
CUST000723,45.0,Male,East
CUST000724,25.0,Female,East
CUST000725,58.0,Female,East
CUST000726,56.0,Female,South
CUST000727,18.0,Male,South
CUST000728,20.0,Male,East
CUST000729,,Male,West
CUST000730,45.0,Female,South
CUST000731,66.0,Male,South
CUST000732,42.0,Male,East
CUST000733,50.0,Male,West
CUST000734,55.0,Male,East
CUST000735,23.0,Male,South
CUST000736,61.0,Male,East
CUST000737,62.0,Male,East
CUST000738,49.0,Female,East
CUST000739,62.0,Female,West
CUST000740,64.0,Female,East
CUST000741,38.0,Male,South
CUST000742,,Male,East
CUST000743,38.0,Female,West
CUST000744,28.0,Male,North
CUST000745,54.0,Female,West
CUST000746,,Male,East
CUST000747,52.0,Male,North
CUST000748,36.0,Female,East
CUST000749,37.0,Female,West
CUST000750,35.0,Female,North
CUST000751,64.0,Female,North
CUST000752,58.0,Female,East
CUST000753,66.0,Male,East
CUST000754,31.0,Male,West
CUST000755,32.0,Male,East
CUST000756,48.0,Female,North
CUST000757,18.0,Female,South
CUST000758,20.0,Female,South
CUST000759,33.0,Female,West
CUST000760,40.0,Female,East
CUST000761,28.0,Female,West
CUST000762,29.0,Male,South
CUST000763,27.0,Male,South
CUST000764,49.0,Male,East
CUST000765,33.0,Male,North
CUST000766,25.0,Male,East
CUST000767,55.0,Female,South
CUST000768,,Female,North
CUST000769,41.0,Female,West
CUST000770,45.0,Female,South
CUST000771,25.0,Female,West
CUST000772,45.0,Female,North
CUST000773,53.0,Male,West
CUST000774,43.0,Female,South
CUST000775,25.0,Female,East
CUST000776,67.0,Female,West
CUST000777,,Female,South
CUST000778,,Male,South
CUST000779,54.0,Male,North
CUST000780,58.0,Female,South
CUST000781,53.0,Male,East
CUST000782,44.0,Male,East
CUST000783,34.0,Female,West
CUST000784,26.0,Female,West
CUST000785,50.0,Female,West
CUST000786,,Female,West
CUST000787,30.0,Female,East
CUST000788,45.0,Male,North
CUST000789,,Female,West
CUST000790,46.0,Female,North
CUST000791,30.0,Female,South
CUST000792,63.0,Male,South
CUST000793,52.0,Female,West
CUST000794,23.0,Female,South
CUST000795,35.0,Female,North
CUST000796,,Male,North
CUST000797,22.0,Female,South
CUST000798,64.0,Female,West
CUST000799,42.0,Female,North
CUST000800,19.0,Male,North
CUST000801,27.0,Female,East
CUST000802,47.0,Female,West
CUST000803,67.0,Female,East
CUST000804,62.0,Male,South
CUST000805,22.0,Female,South
CUST000806,50.0,Female,East
CUST000807,18.0,Female,West
CUST000808,,Male,North
CUST000809,49.0,Male,South
CUST000810,64.0,Female,West
CUST000811,66.0,Male,West
CUST000812,28.0,Male,South
CUST000813,38.0,Male,South
CUST000814,,Female,West
CUST000815,,Female,North
CUST000816,39.0,Male,East
CUST000817,44.0,Male,South
CUST000818,66.0,Male,East
CUST000819,30.0,Female,West
CUST000820,50.0,Female,East
CUST000821,51.0,Male,North
CUST000822,58.0,Male,West
CUST000823,,Male,North
CUST000824,18.0,Male,West
CUST000825,38.0,Female,North
CUST000826,65.0,Male,West
CUST000827,23.0,Female,North
CUST000828,45.0,Male,West
CUST000829,34.0,Male,North
CUST000830,22.0,Male,West
CUST000831,,Male,North
CUST000832,,Male,South
CUST000833,55.0,Female,East
CUST000834,20.0,Male,West
CUST000835,,Male,North
CUST000836,54.0,Male,South
CUST000837,54.0,Female,West
CUST000838,27.0,Female,West
CUST000839,27.0,Female,West
CUST000840,,Female,East
CUST000841,34.0,Male,North
CUST000842,38.0,Male,North
CUST000843,31.0,Male,West
CUST000844,26.0,Female,West
CUST000845,63.0,Male,West
CUST000846,,Male,South
CUST000847,,Female,West
CUST000848,62.0,Female,East
CUST000849,30.0,Female,North
CUST000850,21.0,Male,East
CUST000851,18.0,Male,West
CUST000852,66.0,Female,South
CUST000853,57.0,Male,West
CUST000854,49.0,Female,West
CUST000855,51.0,Female,West
CUST000856,45.0,Male,West
CUST000857,48.0,Female,West
CUST000858,25.0,Female,North
CUST000859,56.0,Female,East
CUST000860,43.0,Male,South
CUST000861,,Female,West
CUST000862,20.0,Female,South
CUST000863,67.0,Female,North
CUST000864,29.0,Female,East
CUST000865,18.0,Female,West
CUST000866,61.0,Female,North
CUST000867,22.0,Female,North
CUST000868,47.0,Male,East
CUST000869,47.0,Male,West
CUST000870,34.0,Female,East
CUST000871,,Male,East
CUST000872,64.0,Male,South
CUST000873,40.0,Female,South
CUST000874,32.0,Male,East
CUST000875,54.0,Female,South
CUST000876,38.0,Female,North
CUST000877,31.0,Female,East
CUST000878,19.0,Female,West
CUST000879,28.0,Female,West
CUST000880,68.0,Male,North
CUST000881,56.0,Female,West
CUST000882,55.0,Male,West
CUST000883,,Female,East
CUST000884,55.0,Female,North
CUST000885,67.0,Female,East
CUST000886,51.0,Male,North
CUST000887,35.0,Female,East
CUST000888,47.0,Female,East
CUST000889,32.0,Female,South
CUST000890,44.0,Female,West
CUST000891,68.0,Male,North
CUST000892,51.0,Female,West
CUST000893,69.0,Male,South
CUST000894,55.0,Female,North
CUST000895,50.0,Male,South
CUST000896,41.0,Male,West
CUST000897,32.0,Female,East
CUST000898,47.0,Female,South
CUST000899,59.0,Male,South
CUST000900,68.0,Female,East
CUST000901,34.0,Female,West
CUST000902,22.0,Female,South
CUST000903,46.0,Male,West
CUST000904,21.0,Female,East
CUST000905,27.0,Female,North
CUST000906,34.0,Female,South
CUST000907,27.0,Male,West
CUST000908,34.0,Female,East
CUST000909,37.0,Male,East
CUST000910,41.0,Female,South
CUST000911,22.0,Male,North
CUST000912,51.0,Female,South
CUST000913,,Female,West
CUST000914,19.0,Male,East
CUST000915,30.0,Male,North
CUST000916,60.0,Male,West
CUST000917,,Female,South
CUST000918,65.0,Female,East
CUST000919,28.0,Female,South
CUST000920,68.0,Female,North
CUST000921,,Male,North
CUST000922,40.0,Female,North
CUST000923,33.0,Female,North
CUST000924,48.0,Female,North
CUST000925,28.0,Female,South
CUST000926,,Female,North
CUST000927,25.0,Female,North
CUST000928,21.0,Female,East
CUST000929,,Male,North
CUST000930,21.0,Female,East
CUST000931,,Female,East
CUST000932,20.0,Female,East
CUST000933,49.0,Female,South
CUST000934,20.0,Male,South
CUST000935,44.0,Male,West
CUST000936,46.0,Male,West
CUST000937,49.0,Male,East
CUST000938,67.0,Male,South
CUST000939,,Male,North
CUST000940,36.0,Female,West
CUST000941,38.0,Male,South
CUST000942,,Male,North
CUST000943,35.0,Female,North
CUST000944,45.0,Male,South
CUST000945,59.0,Female,West
CUST000946,,Female,South
CUST000947,38.0,Male,West
CUST000948,23.0,Female,East
CUST000949,18.0,Male,South
CUST000950,22.0,Male,South
CUST000951,58.0,Female,West
CUST000952,29.0,Female,West
CUST000953,43.0,Male,South
